ALPHA_J2000   DELTA_J2000   MAG_AUTO_J   MAGERR_AUTO_J   MAG_AUTO_H   MAGERR_AUTO_H   MAG_AUTO_Ks   MAGERR_AUTO_Ks   MAG_PSF_J   MAGERR_PSF_J   MAG_PSF_H   MAGERR_PSF_H   MAG_PSF_Ks   MAGERR_PSF_Ks   MAG_APER_J   MAGERR_APER_J   MAG_APER_H   MAGERR_APER_H   MAG_APER_Ks   MAGERR_APER_Ks   TILE_ID   ra          dec          J_auto_Oct   A_Ks   Separation            
  257.68725     -38.05004     13.40421     0.05208         13.02918     0.03736         12.50792      0.0308           15.40624    0.05643        14.58739    0.03303        14.38767     0.0253          15.31189     0.06289         14.46274     0.03702         14.20432      0.02728          d113      257.68725   -38.050042   13.4         1.31   0.007199999982668837  
  175.88364     -60.71598     15.33851     0.02850         14.88821     0.02333         14.81603      0.03068          16.55717    0.01964        16.31554    0.01605        16.30845     0.02483         17.15887     0.03559         16.48978     0.02351         16.17447      0.02623          d115      175.88363   -60.715981   15.34        0.52   0.0179732378480983    
  175.88849     -60.67533     15.30391     0.01645         14.3844      0.01348         14.19428      0.01668          15.67735    0.01049        15.20019    0.00695        15.1539      0.00986         15.68929     0.01145         15.31157     0.0089          15.10981      0.01081          d115      175.88848   -60.675331   15.3         0.51   0.017995059704506433  
  176.05962     -60.45657     17.43083     0.11400         16.09234     0.05066         15.56941      0.04615          17.98171    0.06080        16.94463    0.02946        16.40285     0.02662         17.86440     0.06446         16.74236     0.03009         16.30787      0.0296           d115      176.05961   -60.456571   17.43        0.53   0.018112364556680218  
  176.06987     -60.52232     15.82624     0.03327         15.33282     0.02798         15.21908      0.03096          16.67171    0.02130        16.42203    0.01766        16.3031      0.02438         16.75656     0.02568         16.4121      0.02176         16.13845      0.02539          d115      176.06986   -60.522321   15.83        0.52   0.018077130942369377  
  176.07931     -60.50723     14.66982     0.02012         14.35212     0.01104         14.07923      0.01299          15.96520    0.01269        15.40982    0.0091         15.01758     0.00891         15.95780     0.01402         15.27138     0.00926         14.93029      0.0096           d115      176.0793    -60.507231   14.67        0.52   0.018085219030710746  
  176.08478     -60.73549     15.56028     0.02801         14.81685     0.01752         14.53996      0.01918          16.44645    0.01943        15.75675    0.01189        15.40316     0.01252         16.41678     0.02156         15.65519     0.01292         15.29979      0.01326          d115      176.08477   -60.735491   15.56        0.57   0.01796276171785328   
  176.106       -60.65447     14.99074     0.01420         13.7106      0.00936         13.23307      0.00874          15.86591    0.01215        15.06285    0.00772        14.65603     0.00719         15.79612     0.01267         14.92453     0.00764         14.565        0.00752          d115      176.10599   -60.654471   14.99        0.52   0.018006254943621704  
  176.10649     -60.31043     16.00491     0.02806         15.22779     0.01991         15.02142      0.02501          17.00868    0.02305        16.35699    0.0152         16.09345     0.01861         16.94056     0.02490         16.16374     0.01574         15.89781      0.01924          d115      176.10648   -60.310431   16.0         0.43   0.018190604908912916  
  176.12016     -60.25561     15.31225     0.02250         14.71676     0.01661         14.51513      0.0218           17.06063    0.02183        16.27033    0.01367        15.94584     0.01592         17.02909     0.02432         16.11792     0.01444         15.81584      0.01724          d115      176.12015   -60.255611   15.31        0.38   0.01821992869779249   
  176.22425     -60.52455     15.76868     0.03446         15.60005     0.02789         14.98783      0.02891          16.87283    0.02537        16.45574    0.01955        16.0321      0.01966         16.81116     0.02762         16.22148     0.01951         15.82766      0.01985          d115      176.22424   -60.524551   15.77        0.54   0.018075935648602943  
  176.25524     -60.00745     17.44112     0.06223         16.13242     0.04095         15.59798      0.0394           18.04493    0.04249        16.99494    0.02365        16.45636     0.02272         18.00708     0.04752         16.90462     0.02667         16.3754       0.02632          d115      176.25523   -60.007451   17.44        0.32   0.018352494669304876  
  176.27689     -60.69383     15.60217     0.02445         14.76693     0.01551         14.33338      0.01765          16.27762    0.01682        15.55512    0.01001        15.23708     0.01091         16.22219     0.01816         15.43676     0.01057         15.1443       0.01162          d115      176.27688   -60.693831   15.6         0.56   0.017985129442730716  
  176.32052     -60.68613     15.77645     0.03461         15.23727     0.02532         14.98109      0.02809          16.77806    0.02635        16.20618    0.01665        15.95617     0.01964         16.76454     0.02988         16.10361     0.01863         15.83259      0.02102          d115      176.32051   -60.686131   15.78        0.6    0.01798926275318713   
  176.35115     -60.15849     16.07096     0.02542         14.97537     0.01652         14.5365       0.01626          16.90495    0.01883        15.93994    0.01147        15.43085     0.0107          16.84365     0.02032         15.79849     0.012           15.30469      0.01145          d115      176.35114   -60.158491   16.07        0.36   0.018271844393827466  
  176.35831     -60.80428     15.28292     0.03431         14.32938     0.01541         14.25524      0.0185           16.21059    0.02347        15.4077     0.01085        15.24336     0.0129          16.14252     0.02544         15.23566     0.01118         15.10201      0.01338          d115      176.3583    -60.804281   15.28        0.78   0.01792581011040521   
  176.40309     -60.31363     15.74365     0.03093         14.99242     0.02002         14.90352      0.02548          16.78509    0.02184        16.16355    0.01414        15.8966      0.01682         16.75128     0.02436         16.00347     0.01491         15.7804       0.01842          d115      176.40308   -60.313631   15.74        0.5    0.018188892807574783  
  176.4388      -59.88997     16.39663     0.03234         15.74219     0.02669         15.40318      0.0345           17.72807    0.03173        16.97776    0.0219         16.61487     0.02528         17.62356     0.03356         16.79548     0.02291         16.44191      0.02734          d115      176.43879   -59.889971   16.4         0.3    0.018415150111987907  
  176.44767     -59.73151     16.19581     0.03166         15.25654     0.02211         14.87627      0.02616          17.65475    0.02770        16.84518    0.01909        16.41342     0.02046         17.63230     0.03118         16.67246     0.02017         16.20611      0.02161          d115      176.44766   -59.731511   16.2         0.26   0.018499556732256478  
  176.44889     -60.77537     14.07172     0.01554         13.45628     0.00909         13.26863      0.00915          15.10614    0.01138        14.40195    0.00589        14.21927     0.00643         15.05496     0.01222         14.27711     0.00601         14.12102      0.00668          d115      176.44888   -60.775371   14.07        0.81   0.017941342204105554  
